iter	Passed	Remaining
1475	3274	6709
1476	3277	6707
1477	3279	6705
1478	3281	6702
1479	3283	6699
1480	3285	6697
1481	3287	6695
1482	3290	6693
1483	3292	6690
1484	3294	6688
1485	3296	6685
1486	3298	6683
1487	3300	6679
1488	3302	6677
1489	3303	6673
1490	3306	6672
1491	3308	6669
1492	3310	6666
1493	3312	6664
1494	3315	6664
1495	3317	6661
1496	3319	6659
1497	3321	6657
1498	3324	6655
1499	3326	6653
1500	3328	6651
1501	3331	6648
1502	3333	6647
1503	3336	6646
1504	3339	6644
1505	3341	6642
1506	3343	6640
1507	3345	6638
1508	3348	6636
1509	3350	6634
1510	3353	6632
1511	3355	6630
1512	3357	6629
1513	3360	6627
1514	3362	6624
1515	3364	6622
1516	3367	6621
1517	3370	6620
1518	3372	6618
1519	3374	6615
1520	3376	6612
1521	3378	6610
1522	3380	6607
1523	3382	6606
1524	3385	6604
1525	3388	6603
1526	3390	6601
1527	3393	6599
1528	3395	6597
1529	3396	6594
1530	3399	6593
1531	3402	6592
1532	3405	6590
1533	3407	6588
1534	3409	6586
1535	3411	6583
1536	3413	6581
1537	3415	6578
1538	3417	6576
1539	3420	6573
1540	3422	6571
1541	3424	6569
1542	3426	6566
1543	3428	6564
1544	3430	6561
1545	3433	6560
1546	3434	6556
1547	3436	6554
1548	3438	6551
1549	3440	6548
1550	3442	6545
1551	3444	6542
1552	3446	6539
1553	3448	6537
1554	3450	6535
1555	3452	6532
1556	3454	6529
1557	3456	6526
1558	3458	6524
1559	3460	6521
1560	3462	6518
1561	3464	6516
1562	3466	6513
1563	3468	6510
1564	3470	6507
1565	3472	6505
1566	3473	6502
1567	3475	6499
1568	3477	6496
1569	3479	6494
1570	3481	6491
1571	3484	6489
1572	3486	6487
1573	3488	6484
1574	3490	6481
1575	3492	6479
1576	3493	6476
1577	3495	6473
1578	3497	6470
1579	3499	6468
1580	3501	6465
1581	3503	6462
1582	3505	6460
1583	3507	6457
1584	3509	6455
1585	3511	6452
1586	3514	6450
1587	3516	6448
1588	3518	6445
1589	3520	6443
1590	3522	6440
1591	3524	6437
1592	3526	6435
1593	3529	6434
1594	3531	6432
1595	3533	6430
1596	3535	6426
1597	3537	6424
1598	3539	6421
1599	3541	6418
1600	3543	6415
1601	3545	6413
1602	3547	6411
1603	3549	6408
1604	3551	6406
1605	3553	6403
1606	3555	6400
1607	3557	6397
1608	3559	6395
1609	3561	6393
1610	3563	6390
1611	3564	6386
1612	3566	6384
1613	3568	6381
1614	3570	6378
1615	3572	6375
1616	3574	6373
1617	3576	6371
1618	3578	6368
1619	3580	6365
1620	3582	6363
1621	3584	6360
1622	3586	6358
1623	3588	6355
1624	3590	6353
1625	3593	6351
1626	3595	6348
1627	3597	6346
1628	3599	6343
1629	3601	6340
1630	3603	6338
1631	3605	6335
1632	3607	6333
1633	3610	6331
1634	3611	6329
1635	3613	6325
1636	3615	6323
1637	3617	6320
1638	3618	6317
1639	3620	6314
1640	3622	6312
1641	3625	6309
1642	3627	6307
1643	3629	6304
1644	3631	6301
1645	3632	6299
1646	3634	6296
1647	3636	6293
1648	3638	6291
1649	3640	6288
1650	3642	6285
1651	3644	6282
1652	3645	6278
1653	3647	6275
1654	3648	6272
1655	3650	6269
1656	3652	6266
1657	3654	6263
1658	3656	6261
1659	3658	6259
1660	3660	6256
1661	3662	6254
1662	3664	6251
1663	3666	6248
1664	3668	6246
1665	3670	6243
1666	3672	6241
1667	3674	6239
1668	3677	6237
1669	3679	6234
1670	3680	6231
1671	3682	6228
1672	3684	6226
1673	3686	6223
1674	3688	6220
1675	3690	6218
1676	3692	6215
1677	3694	6212
1678	3696	6209
1679	3697	6206
1680	3699	6204
1681	3701	6200
1682	3703	6198
1683	3705	6196
1684	3707	6194
1685	3709	6191
1686	3711	6188
1687	3713	6185
1688	3715	6183
1689	3717	6180
1690	3719	6177
1691	3720	6175
1692	3722	6172
1693	3724	6169
1694	3726	6167
1695	3728	6165
1696	3731	6162
1697	3732	6160
1698	3735	6158
1699	3737	6156
1700	3739	6152
1701	3741	6150
1702	3743	6147
1703	3745	6145
1704	3747	6143
1705	3749	6140
1706	3751	6138
1707	3753	6136
1708	3755	6133
1709	3757	6130
1710	3759	6128
1711	3761	6125
